iter	MultiClass
586	0.0001926931764
587	0.0001923758654
588	0.0001920596612
589	0.0001917445577
590	0.000191430549
591	0.0001911176292
592	0.0001908057925
593	0.000190495033
594	0.0001901853449
595	0.0001898767226
596	0.0001895691604
597	0.0001892626526
598	0.0001889571936
599	0.0001886527778
600	0.0001883493998
601	0.000188047054
602	0.000187745735
603	0.0001874454374
604	0.0001871461558
605	0.0001868478849
606	0.0001865506195
607	0.0001862543541
608	0.0001859590838
609	0.0001856648032
610	0.0001853715072
611	0.0001850791908
612	0.0001847878488
613	0.0001844974762
614	0.0001842080681
615	0.0001839196194
616	0.0001836321253
617	0.0001833455808
618	0.0001830599811
619	0.0001827753214
620	0.0001824915969
621	0.0001822088027
622	0.0001819269343
623	0.0001816459868
624	0.0001813659557
625	0.0001810868363
626	0.0001808086241
627	0.0001805313143
628	0.0001802549026
629	0.0001799793844
630	0.0001797047553
631	0.0001794310107
632	0.0001791581464
633	0.0001788861578
634	0.0001786150408
635	0.0001783447908
636	0.0001780754037
637	0.0001778068752
638	0.0001775392011
639	0.0001772723771
640	0.0001770063991
641	0.0001767412628
642	0.0001764769643
643	0.0001762134994
644	0.000175950864
645	0.0001756890541
646	0.0001754280656
647	0.0001751678947
648	0.0001749085373
649	0.0001746499894
650	0.0001743922473
651	0.000174135307
652	0.0001738791646
653	0.0001736238163
654	0.0001733692583
655	0.0001731154868
656	0.0001728624981
657	0.0001726102884
658	0.0001723588541
659	0.0001721081913
660	0.0001718582966
661	0.0001716091662
662	0.0001713607965
663	0.0001711131839
664	0.0001708663249
665	0.0001706202159
666	0.0001703748533
667	0.0001701302338
668	0.0001698863538
669	0.0001696432099
670	0.0001694007985
671	0.0001691591164
672	0.0001689181601
673	0.0001686779263
674	0.0001684384116
675	0.0001681996126
676	0.0001679615262
677	0.0001677241489
678	0.0001674874775
679	0.0001672515088
680	0.0001670162396
681	0.0001667816666
682	0.0001665477867
683	0.0001663145967
684	0.0001660820935
685	0.0001658502739
686	0.0001656191349
687	0.0001653886733
688	0.000165158886
689	0.0001649297701
690	0.0001647013226
691	0.0001644735403
692	0.0001642464203
693	0.0001640199596
694	0.0001637941553
695	0.0001635690044
696	0.000163344504
697	0.0001631206513
698	0.0001628974433
699	0.0001626748771
700	0.0001624529499
701	0.000162231659
702	0.0001620110013
703	0.0001617909743
704	0.000161571575
705	0.0001613528007
706	0.0001611346487
707	0.0001609171163
708	0.0001607002006
709	0.0001604838991
710	0.000160268209
711	0.0001600531276
712	0.0001598386524
713	0.0001596247807
714	0.0001594115098
715	0.0001591988372
716	0.0001589867602
717	0.0001587752763
718	0.000158564383
719	0.0001583540776
720	0.0001581443577
721	0.0001579352208
722	0.0001577266642
723	0.0001575186857
724	0.0001573112826
725	0.0001571044525
726	0.000156898193
727	0.0001566925017
728	0.0001564873761
729	0.0001562828139
730	0.0001560788126
731	0.0001558753699
732	0.0001556724834
733	0.0001554701508
734	0.0001552683698
735	0.000155067138
736	0.0001548664531
737	0.0001546663128
738	0.0001544667149
739	0.000154267657
740	0.000154069137
741	0.0001538711526
742	0.0001536737015
743	0.0001534767816
744	0.0001532803906
745	0.0001530845264
746	0.0001528891867
747	0.0001526943695
748	0.0001525000725
749	0.0001523062936
750	0.0001521130307
751	0.0001519202817
752	0.0001517280444
753	0.0001515363168
754	0.0001513450968
755	0.0001511543822
756	0.0001509641712
757	0.0001507744615
758	0.0001505852512
759	0.0001503965382
760	0.0001502083205
761	0.0001500205962
762	0.0001498333632
763	0.0001496466196
764	0.0001494603633
765	0.0001492745924
766	0.000149089305
767	0.0001489044991
768	0.0001487201728
769	0.0001485363242
770	0.0001483529514
771	0.0001481700525
772	0.0001479876255
773	0.0001478056687
774	0.0001476241801
775	0.0001474431579
776	0.0001472626002
777	0.0001470825053
778	0.0001469028712
779	0.0001467236962
780	0.0001465449784
781	0.0001463667161
782	0.0001461889075
783	0.0001460115508
784	0.0001458346442
785	0.000145658186
786	0.0001454821744
787	0.0001453066076
788	0.000145131484
789	0.0001449568019
790	0.0001447825594
791	0.0001446087549
792	0.0001444353868
793	0.0001442624533
794	0.0001440899527
795	0.0001439178834
796	0.0001437462437
797	0.0001435750319
798	0.0001434042465
799	0.0001432338858
800	0.0001430639482
801	0.0001428944319
802	0.0001427253356
803	0.0001425566574
804	0.0001423883959
805	0.0001422205495
806	0.0001420531165
807	0.0001418860954
808	0.0001417194847
809	0.0001415532829
810	0.0001413874882
811	0.0001412220993
812	0.0001410571146
813	0.0001408925325
814	0.0001407283517
815	0.0001405645704
816	0.0001404011874
817	0.000140238201
818	0.0001400756098
819	0.0001399134123
820	0.0001397516071
821	0.0001395901926
822	0.0001394291675
823	0.0001392685303
824	0.0001391082795
825	0.0001389484138
826	0.0001387889316
827	0.0001386298317
828	0.0001384711125
829	0.0001383127727
830	0.0001381548108
831	0.0001379972256
832	0.0001378400156
833	0.0001376831794
834	0.0001375267156
835	0.000137370623
836	0.0001372149001
837	0.0001370595457
838	0.0001369045583
839	0.0001367499366
840	0.0001365956794
841	0.0001364417852
842	0.0001362882528
843	0.0001361350808
844	0.000135982268
845	0.0001358298131
846	0.0001356777148
847	0.0001355259717
848	0.0001354248358
849	0.0001352736828
850	0.0001351228817
851	0.0001349724313
852	0.0001348223302
853	0.0001346725773
854	0.0001345231713
855	0.0001343741109
856	0.000134225395
857	0.0001340770223
858	0.0001339289916
859	0.0001337813017
860	0.0001336339513
861	0.0001334869393
862	0.0001333402645
863	0.0001331939257
864	0.0001330479217
865	0.0001329022513
866	0.0001327569134
867	0.0001326119068
868	0.0001324672303
869	0.0001323228828
870	0.0001321788632
871	0.0001320351702
872	0.0001318918027
873	0.0001317487597
874	0.00013160604
875	0.0001314636424
876	0.0001313215658
877	0.0001311798092
878	0.0001310383714
879	0.0001308972514
880	0.0001307564479
881	0.00013061596
882	0.0001304757866
883	0.0001303359265
884	0.0001301963787
885	0.0001300571421
886	0.0001299182157
887	0.0001297795983
888	0.000129641289
889	0.0001295032867
890	0.0001293655903
891	0.0001292281988
892	0.0001290911112
893	0.0001289543264
894	0.0001288178434
895	0.0001286816611
896	0.0001285457786
897	0.0001284101949
898	0.0001282749089
899	0.0001281399196
900	0.0001280052261
901	0.0001278708273
902	0.0001277367222
903	0.0001276029099
904	0.0001274693894
905	0.0001273361596
906	0.0001272032197
907	0.0001270705687
908	0.0001269382056
909	0.0001268061293
910	0.0001266743391
911	0.0001265428339
912	0.0001264116128
913	0.0001262806748
914	0.0001261500191
915	0.0001260196446
916	0.0001258895504
917	0.0001257597356
918	0.0001256301994
919	0.0001255009407
920	0.0001253719587
921	0.0001252432524
922	0.000125114821
923	0.0001249866635
924	0.0001248587791
925	0.0001247311668
926	0.0001246038258
927	0.0001244767552
928	0.0001243499541
929	0.0001242234216
930	0.0001240971569
931	0.000123971159
932	0.0001238454271
933	0.0001237199604
934	0.000123594758
935	0.0001234698191
936	0.0001233451427
937	0.0001232207281
938	0.0001230965744
939	0.0001229726807
940	0.0001228490462
941	0.0001227256702
942	0.0001226025517
943	0.0001224796899
944	0.0001223570841
945	0.0001222347333
946	0.0001221126369
947	0.0001219907939
948	0.0001218692035
949	0.0001217478651
950	0.0001216267777
951	0.0001215059405
952	0.0001213853528
953	0.0001212650138
954	0.0001211449227
955	0.0001210250787
956	0.0001209054811
957	0.000120786129
958	0.0001206670216
959	0.0001205481583
960	0.0001204295382
961	0.0001203111606
962	0.0001201930247
963	0.0001200751298
964	0.0001199574751
965	0.0001198400598
966	0.0001197228832
967	0.0001196059446
968	0.0001194892432
969	0.0001193727784
970	0.0001192565492
971	0.0001191405551
972	0.0001190247953
973	0.000118909269
974	0.0001187939755
975	0.0001186789142
976	0.0001185640843
977	0.0001184494851
978	0.0001183351159
979	0.0001182209759
980	0.0001181070645
981	0.0001179933809
982	0.0001178799246
983	0.0001177666946
984	0.0001176536905
985	0.0001175409115
986	0.0001174283568
987	0.0001173160259
988	0.000117203918
989	0.0001170920324
990	0.0001169803686
991	0.0001168689257
992	0.0001167577032
993	0.0001166467003
994	0.0001165359164
995	0.0001164253509
996	0.000116315003
997	0.0001162048722
998	0.0001160949577
999	0.0001159852589
